,emotion,pixels
15120,6.0,[49. 51. 29. ... 85. 66. 51.]
15121,1.0,[16.  8.  6. ... 11.  4. 11.]
15122,3.0,[ 12.  36.  82. ... 132.  92. 103.]
15123,2.0,[ 27.  33.  45. ... 231. 206. 199.]
15124,2.0,[ 73.  51.  64. ... 145.  46. 163.]
15125,2.0,[233. 220. 212. ...  25.  24.  56.]
15126,2.0,[209. 209. 209. ... 217. 217. 217.]
15127,4.0,[199. 218. 232. ... 175. 190. 197.]
15128,7.0,[158. 128. 118. ... 126. 136. 148.]
15129,6.0,[253. 254. 249. ... 240. 232. 219.]
15130,3.0,[154.  22.   7. ... 201. 205. 206.]
15131,2.0,[ 52.  55.  70. ... 180. 147. 164.]
15132,4.0,[205. 190. 167. ...  23.  21.  26.]
15133,2.0,[138. 136. 139. ...   7.   8.   2.]
15134,2.0,[255. 255. 255. ... 197. 168. 124.]
15135,2.0,[ 65.  53.  57. ... 169. 158. 128.]
15136,4.0,[ 1.  1.  1. ... 86. 29. 10.]
15137,6.0,[ 29.  25.  13. ... 100. 101. 105.]
15138,7.0,[145. 136. 127. ...  48.  45.  62.]
15139,7.0,[15. 10. 14. ... 39. 28. 34.]
15140,2.0,[182. 154. 133. ... 255. 253. 244.]
15141,6.0,[45. 33. 19. ...  4.  3.  8.]
15142,7.0,[ 34.  16.  12. ... 140. 125. 158.]
15143,6.0,[ 2.  1.  6. ... 43. 38. 42.]
15144,3.0,[ 81.  71.  44. ... 168. 160. 114.]
15145,4.0,[119.  90.  48. ... 176. 176. 176.]
15146,3.0,[67. 64. 59. ... 46. 30. 14.]
15147,2.0,[43. 42. 40. ... 59. 39. 40.]
15148,1.0,[27. 19.  8. ...  4.  4.  4.]
15149,6.0,[255. 255. 250. ...  45.  29.  39.]
15150,3.0,[34. 33. 15. ... 27. 25. 10.]
15151,1.0,[255. 255. 255. ... 255. 255. 255.]
15152,2.0,[192. 179. 170. ...  26.  13.   4.]
15153,2.0,[31. 27. 24. ... 74. 84. 76.]
15154,1.0,[ 44.  32.   6. ... 143. 151. 162.]
15155,6.0,[241. 240. 235. ... 233. 207. 190.]
15156,3.0,[123. 110.  93. ... 101.  90.  62.]
15157,4.0,[195.  35.  45. ...  31.  35.  46.]
15158,4.0,[245. 245. 243. ... 246. 250. 253.]
15159,8.0,[ 21.  39. 125. ...  34.  39.  42.]
15160,5.0,[  0.  22. 108. ...  23.  32.  61.]
15161,6.0,[54. 42. 54. ... 50. 35. 64.]
15162,4.0,[216. 216. 216. ...  32.  32.  32.]
15163,8.0,[175. 173. 174. ... 183. 187. 188.]
15164,8.0,[15.  2. 12. ... 79. 36. 19.]
15165,5.0,[66. 48. 62. ... 13.  9. 44.]
15166,5.0,[121. 113.  90. ... 129. 100.  60.]
15167,5.0,[77. 81. 92. ...  0.  0.  0.]
15168,1.0,[ 1.  1.  1. ... 20.  8.  8.]
15169,4.0,[67. 67. 67. ... 26. 24. 37.]
15170,5.0,[194. 194. 192. ... 206. 201. 221.]
15171,8.0,[255. 255. 255. ...  38.  39.  33.]
15172,1.0,[219. 217. 205. ...  54.  48.  26.]
15173,1.0,[ 97.  88.  79. ... 115. 115. 117.]
15174,2.0,[ 13.  13.   3. ... 119. 117. 118.]
15175,4.0,[ 8.  9. 30. ... 13. 13. 15.]
15176,7.0,[255. 255. 255. ... 255. 255. 255.]
15177,6.0,[205. 200. 194. ...  86.  98. 140.]
15178,7.0,[ 86. 116. 126. ...  65.  87.  98.]
15179,6.0,[162. 116.  83. ...  76.  66.  64.]
15180,1.0,[129. 133. 132. ... 167. 169. 168.]
15181,1.0,[255. 255. 255. ... 239. 232. 216.]
15182,7.0,[221. 197. 173. ... 227. 201. 174.]
15183,6.0,[10. 12.  7. ... 48. 36. 36.]
15184,4.0,[ 0.  0.  0. ... 51. 62. 45.]
15185,2.0,[ 47.  32.  65. ... 176. 131.  90.]
15186,3.0,[42. 47. 41. ... 19. 20. 12.]
15187,6.0,[208. 142. 126. ... 204. 136. 117.]
15188,3.0,[41. 29. 13. ... 65. 44. 39.]
15189,2.0,[130. 115.  96. ... 207. 215. 218.]
15190,6.0,[206. 206. 206. ... 112. 112. 112.]
15191,3.0,[ 31.  15.  25. ... 156. 118. 133.]
15192,3.0,[117. 148. 153. ...  95. 130. 134.]
15193,2.0,[109.  96.  88. ...  39. 121. 171.]
15194,8.0,[171. 134. 108. ...  41.  46.  65.]
15195,4.0,[209. 220. 203. ...  51.  44.  28.]
15196,1.0,[133. 122. 130. ... 115.  98.  80.]
15197,8.0,[  0.   0.   0. ...  92. 177. 197.]
15198,1.0,[  0.   0.   0. ... 105. 105. 105.]
15199,6.0,[78. 49. 33. ... 37. 32. 28.]
15200,8.0,[127.  98.  20. ... 164. 159. 155.]
15201,2.0,[208. 205. 200. ... 252. 252. 252.]
15202,5.0,[230. 224. 236. ... 250. 251. 255.]
15203,6.0,[222. 224. 221. ... 165.  21.  57.]
15204,4.0,[ 45.  44.  49. ... 130. 132. 147.]
15205,7.0,[197. 222. 216. ...  19.  24.  18.]
15206,8.0,[163. 164. 166. ...  50.  21.  13.]
15207,3.0,[ 9. 10. 12. ...  2.  4.  3.]
15208,3.0,[243. 232. 230. ... 243. 243. 243.]
15209,5.0,[177. 186. 191. ...  39.  23.  23.]
15210,1.0,[63. 74. 92. ... 10. 10. 20.]
15211,2.0,[187.  24.  17. ...  12.  16.  17.]
15212,6.0,[138.  88.  63. ... 207. 200. 182.]
15213,3.0,[ 27.  37.  29. ... 187. 243. 240.]
15214,7.0,[255. 255. 255. ... 253. 253. 253.]
15215,6.0,[ 64.  62.  65. ... 222. 209. 192.]
15216,4.0,[234. 233. 239. ...   2. 189. 121.]
15217,4.0,[ 82.  45.  19. ... 131. 131. 129.]
15218,7.0,[ 19. 143. 179. ...   3.   4.  35.]
15219,1.0,[61. 40. 35. ... 45. 25. 24.]
15220,7.0,[181. 182. 148. ... 184. 176. 163.]
15221,4.0,[235. 244. 243. ... 154. 113.  67.]
15222,3.0,[ 27.  31.  30. ... 173. 132.  86.]
15223,2.0,[242. 212. 178. ... 114.  69.  36.]
15224,3.0,[26. 26. 26. ... 54. 15. 10.]
15225,7.0,[50. 77. 60. ...  6.  6.  6.]
15226,3.0,[48. 41. 31. ... 32. 22. 12.]
15227,4.0,[ 76.  75.  81. ...  48.  75. 122.]
15228,7.0,[183. 147.  85. ...   3.   2.   7.]
15229,1.0,[ 33.  38.  44. ... 250. 251. 220.]
15230,1.0,[108.  74.  64. ...  29.  34.  38.]
15231,5.0,[ 50.  63.  46. ... 205. 173. 134.]
15232,6.0,[105.  77.  76. ... 152. 111.  83.]
15233,5.0,[47. 37. 36. ... 35. 33. 34.]
15234,7.0,[166. 167. 171. ... 110. 108. 111.]
15235,7.0,[10. 31. 16. ...  0. 52. 66.]
15236,2.0,[143. 125.  85. ... 255. 255. 255.]
15237,7.0,[173. 164. 159. ...  12.   8.   5.]
15238,5.0,[ 26.  31.  34. ... 172.  24.  14.]
15239,3.0,[ 37.  39.  34. ... 133. 140. 132.]
15240,1.0,[165. 201. 233. ... 166. 142. 106.]
15241,3.0,[ 40.  47.  63. ...  85.  86. 117.]
15242,6.0,[216. 173.  95. ...  42.  28.  17.]
15243,2.0,[ 2.  2.  2. ... 27. 23. 24.]
15244,7.0,[  1.   1.   1. ... 120.  92.  78.]
15245,7.0,[254. 254. 254. ...  59.  44.  37.]
15246,5.0,[  6.   6.   8. ...  67. 109. 123.]
15247,5.0,[246. 255. 248. ...  64.  83.  90.]
15248,2.0,[194. 195. 187. ... 120. 123. 128.]
15249,3.0,[0. 0. 2. ... 0. 0. 8.]
15250,2.0,[136. 165. 195. ... 250. 253. 236.]
15251,8.0,[245. 245. 245. ... 131.  98.  65.]
15252,4.0,[ 32.  27.  21. ...  92. 101.  80.]
15253,7.0,[ 50.  73. 107. ... 168. 136. 111.]
15254,4.0,[159. 152. 134. ...  62.  61.  59.]
15255,3.0,[144. 149. 152. ...  88.  93.  97.]
15256,2.0,[255. 255. 255. ... 154. 151. 146.]
15257,3.0,[ 16.  19.  12. ... 131. 155. 215.]
15258,5.0,[124. 104.  79. ...  82.  52.  44.]
15259,7.0,[ 36.  32.  20. ...  91.  89. 100.]
15260,5.0,[ 1.  1.  1. ... 52. 54. 43.]
15261,8.0,[134. 150. 165. ...  42.  41.  47.]
15262,7.0,[204. 217. 226. ...  45.  55.  64.]
15263,5.0,[149. 178. 208. ... 118. 124. 158.]
15264,4.0,[24. 18. 18. ...  9.  5.  4.]
15265,2.0,[ 61.  65.  74. ... 255. 255. 255.]
15266,1.0,[81. 88. 98. ... 73. 58. 61.]
15267,4.0,[ 20.   7. 138. ...   2.   2.   2.]
15268,6.0,[ 19.  22.  39. ... 218. 232. 232.]
15269,3.0,[  4.   0.   0. ... 212. 190. 179.]
15270,6.0,[34. 34. 34. ...  0.  0.  0.]
15271,8.0,[ 23.  19.   8. ... 250. 244. 222.]
15272,4.0,[215. 222. 232. ... 163. 169. 181.]
15273,6.0,[67. 50. 34. ...  2.  2.  2.]
15274,5.0,[12. 18. 18. ... 68. 63. 57.]
15275,6.0,[8. 6. 7. ... 7. 5. 6.]
15276,1.0,[169. 164. 158. ... 167. 152. 145.]
15277,6.0,[199. 211. 207. ...  25.  45.  56.]
15278,1.0,[131. 129. 132. ... 211. 209. 212.]
15279,7.0,[91. 62. 58. ... 18. 21. 30.]
15280,7.0,[51. 66. 73. ... 19. 34. 57.]
15281,7.0,[141.  81. 135. ... 137.  89.  67.]
15282,3.0,[255. 255. 255. ... 254. 254. 254.]
15283,2.0,[  9.   8.  13. ... 193. 177. 164.]
15284,6.0,[ 93.  82.  78. ... 125. 108.  90.]
15285,1.0,[248. 249. 243. ...  87.  85.  99.]
15286,3.0,[203. 203. 203. ... 251. 251. 251.]
15287,5.0,[179. 181. 193. ...  81.  48.  31.]
15288,1.0,[214. 196. 172. ...  54.  37.  27.]
15289,2.0,[  0.  30. 226. ...   0.  14. 100.]
15290,1.0,[12. 12. 10. ... 38. 45. 29.]
15291,1.0,[255. 255. 255. ...  34.  30.  31.]
15292,7.0,[155.   5.  17. ...   6.  31.  28.]
15293,4.0,[ 6.  7. 12. ... 15. 15. 25.]
15294,5.0,[0. 0. 0. ... 0. 0. 0.]
15295,1.0,[ 12.   8.   5. ... 187. 131.  94.]
15296,5.0,[30. 21. 76. ... 20. 23. 42.]
15297,6.0,[157. 167. 169. ...   1.   0.   5.]
15298,3.0,[ 5.  0.  4. ... 40. 40. 38.]
15299,1.0,[226. 227. 229. ... 216. 216. 216.]
15300,4.0,[217. 222. 218. ... 240.  57. 149.]
15301,7.0,[248. 252. 255. ... 242. 247. 251.]
15302,7.0,[124. 104. 106. ...  44.  37.  45.]
15303,7.0,[ 7. 12.  8. ... 28. 34. 30.]
15304,7.0,[140. 138. 139. ... 177. 147.  87.]
15305,4.0,[39. 26. 17. ... 84. 90. 90.]
15306,5.0,[ 60.  52.  29. ... 103. 102.  84.]
15307,6.0,[ 42.  42.  44. ... 208. 202. 204.]
15308,2.0,[ 72.  76.  75. ... 133. 135. 134.]
15309,4.0,[40. 31. 24. ... 30. 29. 24.]
15310,5.0,[222. 211. 207. ...  11.  10.  28.]
15311,6.0,[215. 222. 215. ...  40.  25.  22.]
15312,3.0,[ 53.  38.  31. ... 251. 225. 188.]
15313,7.0,[39. 39. 39. ... 24. 24. 24.]
15314,2.0,[ 45.  34.  30. ... 179. 172. 180.]
15315,7.0,[ 47.  32.  27. ... 104. 114. 124.]
15316,2.0,[49. 44. 76. ... 12. 11. 16.]
15317,2.0,[211. 201. 200. ... 203. 193. 192.]
15318,4.0,[ 63. 106.  60. ...   4.   4.   4.]
15319,5.0,[22. 22. 22. ...  9.  9.  9.]
15320,5.0,[ 8.  8.  8. ... 13. 13. 13.]
15321,5.0,[39. 16. 10. ... 33. 26.  7.]
15322,3.0,[76. 60. 61. ... 46. 41. 38.]
15323,5.0,[ 29.  28.  34. ... 230. 230. 242.]
15324,7.0,[137. 144. 137. ... 173. 151. 110.]
15325,2.0,[  5.   9.   8. ...  77.  82. 101.]
15326,4.0,[200. 181. 183. ... 129.  56. 102.]
15327,5.0,[186. 181. 151. ... 165. 159. 137.]
15328,7.0,[151. 142. 137. ...  24.  25.  30.]
15329,3.0,[252. 253. 248. ... 183.  70.  36.]
15330,7.0,[245. 233. 207. ... 190. 200. 236.]
15331,2.0,[ 84.  84.  74. ... 229. 195. 183.]
15332,1.0,[128.  98.  64. ... 140. 168. 156.]
15333,2.0,[174. 169. 173. ... 209. 199. 200.]
15334,3.0,[232. 232. 232. ...  23.  23.  25.]
15335,2.0,[ 63.  83. 146. ... 227. 222. 218.]
15336,3.0,[ 99.  70.  64. ... 158.  90. 105.]
15337,3.0,[173. 175. 174. ...  23.  19.  20.]
15338,6.0,[235. 200. 181. ... 253. 250. 235.]
15339,1.0,[187. 192. 186. ...  51.  52.  56.]
15340,8.0,[ 72.  54.  54. ... 101.  93. 132.]
15341,5.0,[11. 11.  9. ... 69. 39. 51.]
15342,8.0,[44. 42. 43. ... 50. 29. 34.]
15343,6.0,[ 41.  59. 105. ... 204. 194. 193.]
15344,1.0,[228. 194. 169. ... 119. 109. 108.]
15345,4.0,[17. 12.  9. ... 16. 11.  5.]
15346,7.0,[243. 246. 255. ...  43.  23.  24.]
15347,2.0,[251. 239. 227. ... 255. 250. 246.]
15348,5.0,[223. 197. 184. ...  21.  10.  14.]
15349,5.0,[254. 243. 255. ...  25.  24.  30.]
15350,1.0,[ 32.  14.  14. ... 210. 176. 166.]
15351,4.0,[218. 183. 125. ...  56.  46.  47.]
15352,7.0,[ 69.  70.  64. ... 144. 162. 182.]
15353,4.0,[22. 19.  0. ... 79. 60. 53.]
15354,1.0,[  1.  77. 153. ... 107.  60.   8.]
15355,1.0,[56. 16.  6. ... 82. 68. 68.]
15356,5.0,[251. 255. 249. ... 254. 229. 251.]
15357,3.0,[127. 128. 123. ...  50.  50.  50.]
15358,1.0,[220. 205. 174. ... 215. 201. 172.]
15359,6.0,[183. 154. 114. ... 231. 196. 202.]
15360,8.0,[147. 125.  88. ... 165. 160. 131.]
15361,3.0,[119. 118. 123. ...  34.  40.  54.]
15362,1.0,[  0.  24.  20. ... 164. 155. 126.]
15363,7.0,[45. 45. 47. ... 77. 77. 77.]
15364,4.0,[223. 233. 242. ... 200. 173. 162.]
15365,2.0,[11. 10.  8. ... 25. 22. 17.]
15366,6.0,[112. 100.  62. ...   8.   7.   3.]
15367,6.0,[ 1.  1.  1. ... 46. 20.  7.]
15368,4.0,[219. 204. 173. ... 180. 196. 125.]
15369,7.0,[173. 170. 191. ... 195. 189. 215.]
15370,2.0,[ 54.  20.   8. ... 225. 208. 200.]
15371,5.0,[ 91.  68.  78. ... 203. 174. 202.]
15372,8.0,[17. 18. 13. ... 69. 23. 33.]
15373,7.0,[  0.  47. 115. ...  50.  54.  57.]
15374,3.0,[202. 221. 191. ... 233. 253. 202.]
15375,8.0,[194. 194. 218. ... 158. 201. 235.]
15376,7.0,[224. 227. 218. ... 154.  96.  95.]
15377,4.0,[ 0.  3.  7. ... 34. 36. 48.]
15378,7.0,[180. 131.  75. ... 252. 249. 244.]
15379,3.0,[183. 182. 187. ... 152. 162. 189.]
15380,6.0,[126. 126. 126. ... 225. 255. 250.]
15381,2.0,[166. 134. 123. ... 149.  98.  71.]
15382,5.0,[228. 227. 222. ... 137. 128. 123.]
15383,3.0,[140.  86.  48. ...  22.  17.  21.]
15384,2.0,[211. 174. 148. ... 128.  70.  33.]
15385,5.0,[204. 203. 198. ... 233. 235. 234.]
15386,1.0,[ 25.  47.  34. ...  90. 163. 242.]
15387,4.0,[242. 219. 177. ...  78.  78.  76.]
15388,7.0,[254. 254. 254. ... 252. 252. 252.]
15389,3.0,[19. 23. 52. ... 15. 27. 67.]
15390,8.0,[163. 177. 206. ... 129. 148. 178.]
15391,6.0,[122. 158.  94. ... 209. 210. 215.]
15392,7.0,[ 12.  11.   9. ... 248. 237. 233.]
15393,8.0,[ 37.  43.  55. ... 255. 255. 255.]
15394,1.0,[145. 145. 145. ... 198. 198. 198.]
15395,4.0,[128. 109. 102. ... 250. 252. 249.]
15396,4.0,[61. 69. 45. ... 64. 50. 49.]
15397,3.0,[  5.   5.   3. ... 149.  73.  39.]
15398,1.0,[152.  43.  36. ...  25.  31.  45.]
15399,5.0,[ 99.  99.  99. ... 154. 154. 154.]
15400,3.0,[0. 2. 1. ... 3. 3. 1.]
15401,4.0,[207. 143. 108. ... 253. 253. 253.]
15402,3.0,[150. 110. 100. ... 150. 119. 116.]
15403,1.0,[121. 122. 117. ... 252. 252. 252.]
15404,6.0,[239. 239. 239. ... 248. 243. 239.]
15405,6.0,[63. 62. 78. ... 62. 49. 33.]
15406,3.0,[ 83.  83.  83. ... 230. 230. 230.]
15407,8.0,[161. 168. 178. ...  24.  30.  44.]
15408,5.0,[50. 41. 60. ... 57. 51. 53.]
15409,5.0,[46. 31. 24. ... 47. 38. 33.]
15410,4.0,[124. 122. 110. ... 166. 180. 181.]
15411,8.0,[188. 193. 212. ... 191. 196. 216.]
15412,2.0,[255. 254. 255. ... 130.  84.  60.]
15413,1.0,[104.  70.  68. ...  45.  46.  64.]
15414,8.0,[150. 132. 128. ...  28.  24.  25.]
15415,3.0,[11.  0.  0. ...  0.  0. 12.]
15416,1.0,[39. 42. 61. ... 24. 16. 29.]
15417,3.0,[249. 249. 247. ... 211. 209. 197.]
15418,3.0,[156. 124. 135. ...   8.  21.  53.]
15419,3.0,[ 84.  53.  35. ... 242. 233. 228.]
15420,7.0,[33. 14.  8. ... 79. 75. 76.]
15421,8.0,[143. 130.  98. ... 235. 238. 219.]
15422,6.0,[132. 119.  85. ...  74.  15.  21.]
15423,4.0,[141. 151. 140. ... 144.  20.  30.]
15424,7.0,[182. 167. 170. ... 254. 254. 254.]
15425,5.0,[30. 30. 30. ... 51. 51. 51.]
15426,7.0,[36. 19.  9. ... 44. 32. 20.]
15427,8.0,[233. 224. 215. ... 240. 238. 225.]
15428,4.0,[185. 185. 185. ... 131.  75.  52.]
15429,5.0,[174. 170. 167. ...  38.  37.  35.]
15430,7.0,[27.  6.  5. ...  4.  4.  6.]
15431,6.0,[ 45. 100. 103. ...   7.   7.   9.]
15432,1.0,[204. 159. 166. ...  50.  51.  71.]
15433,3.0,[ 5. 13.  0. ...  0.  0.  0.]
15434,5.0,[190. 164. 139. ... 200. 173. 152.]
15435,8.0,[189. 190. 185. ...   4.   5.   0.]
15436,1.0,[212. 213. 234. ... 191. 212. 241.]
15437,4.0,[  1.   1.   1. ... 173. 148. 154.]
15438,6.0,[242. 242. 242. ... 246. 246. 246.]
15439,1.0,[173. 172. 178. ...   1.   1.   1.]
15440,7.0,[34. 33. 29. ... 10. 11. 13.]
15441,7.0,[6. 6. 6. ... 5. 5. 5.]
15442,6.0,[120.  25.  55. ... 218. 215. 208.]
15443,1.0,[ 22.  22.  20. ... 212. 177. 135.]
15444,8.0,[ 2.  2.  2. ... 12. 10. 11.]
15445,4.0,[  3.   4.   0. ...  44.  91. 133.]
15446,3.0,[ 12. 174. 255. ...   2.   0.  21.]
15447,5.0,[168. 193. 200. ...  89.  57.  62.]
15448,6.0,[208. 171. 142. ... 138. 101.  72.]
15449,6.0,[168. 166. 153. ...  34.  38.  63.]
15450,1.0,[90. 90. 90. ... 47. 57. 67.]
15451,1.0,[133.  84.  43. ...  38.  41.  50.]
15452,1.0,[223. 221. 206. ... 219. 147. 109.]
15453,2.0,[169. 161. 140. ...  66.  62.  79.]
15454,5.0,[128.  99.  83. ... 185. 157. 143.]
15455,4.0,[ 2.  2.  2. ... 13.  1.  3.]
15456,4.0,[ 18.  18.  18. ... 137.  93.  84.]
15457,8.0,[27. 27. 27. ... 71. 80. 49.]
15458,7.0,[202. 233. 236. ... 120.  77.  32.]
15459,8.0,[202. 180. 120. ...  26.  24. 125.]
15460,6.0,[44. 43. 38. ...  0.  0.  0.]
15461,6.0,[196. 187. 156. ...  17.  16.  11.]
15462,4.0,[ 29.  25.  22. ... 205. 193. 177.]
15463,1.0,[120. 100. 101. ... 253. 224.  36.]
15464,4.0,[255. 255. 255. ... 199. 160. 143.]
15465,3.0,[  5.   5.   5. ... 176. 134.  84.]
15466,5.0,[255. 218. 199. ...  71.  47.  23.]
15467,4.0,[  0.   0.   0. ... 169. 125.  98.]
15468,2.0,[102. 113. 228. ... 141. 138. 133.]
15469,5.0,[100. 163. 207. ...  30.  12.  10.]
15470,5.0,[ 36.  29.  36. ... 165. 145. 136.]
15471,3.0,[253. 253. 253. ... 120. 120. 120.]
15472,2.0,[ 6.  6. 40. ...  0.  0. 22.]
15473,7.0,[ 28.  71. 126. ...  49.  71. 146.]
15474,7.0,[159. 152. 170. ...  44.  34.  25.]
15475,1.0,[205. 206. 201. ...  15.  14.  19.]
15476,5.0,[58. 59. 41. ... 55. 70. 73.]
15477,1.0,[64. 53. 51. ... 25. 14.  0.]
15478,7.0,[34. 34. 34. ...  2.  2.  2.]
15479,7.0,[255. 255. 255. ... 140. 129. 135.]
15480,8.0,[107. 112. 115. ... 200. 201. 229.]
15481,5.0,[199. 199. 199. ... 200. 200. 200.]
15482,4.0,[191. 191. 191. ...  66.  66.  66.]
15483,7.0,[151. 173. 184. ...  20.  40.  38.]
15484,1.0,[110. 110. 110. ...  75.  75.  75.]
15485,7.0,[249. 233. 200. ... 245. 240. 210.]
15486,3.0,[ 99.  64.  34. ... 243. 216. 195.]
15487,2.0,[ 48.  96.  22. ... 209. 158. 139.]
15488,8.0,[237. 233. 188. ...  56.  45.  23.]
15489,5.0,[147. 121.  88. ...  91. 214. 255.]
15490,3.0,[207. 200. 190. ...  46.  28.  26.]
15491,3.0,[7. 3. 0. ... 3. 3. 1.]
15492,8.0,[  0.   0.   0. ... 136. 251. 254.]
15493,2.0,[202. 250. 200. ... 108.  88.  63.]
15494,1.0,[1. 1. 1. ... 5. 5. 7.]
15495,6.0,[198. 176. 189. ... 249. 238. 246.]
15496,6.0,[255. 255. 255. ... 255. 255. 255.]
15497,8.0,[133. 142.  53. ... 241. 247. 211.]
15498,5.0,[61. 76. 53. ... 91. 96. 73.]
15499,6.0,[71. 82. 68. ... 20. 16. 17.]
15500,4.0,[255. 255. 255. ... 138. 138. 138.]
15501,3.0,[70. 66. 63. ... 79. 96. 90.]
15502,5.0,[0. 0. 0. ... 1. 1. 1.]
15503,4.0,[ 72.  65.  46. ... 254. 254. 254.]
15504,3.0,[54.  8. 10. ... 87. 52. 32.]
15505,2.0,[79. 83. 94. ... 11. 14. 21.]
15506,6.0,[14. 16.  3. ...  5.  7.  6.]
15507,3.0,[ 72. 132. 194. ...  27.  78. 107.]
15508,5.0,[182. 187. 181. ...  83.  84.  78.]
15509,2.0,[255. 255. 255. ... 200. 177. 136.]
15510,5.0,[20. 20. 20. ... 58. 58. 58.]
15511,8.0,[218. 214. 215. ...  25.  23.  24.]
15512,2.0,[156. 178. 157. ... 146. 129. 137.]
15513,1.0,[155. 153. 226. ... 207. 178. 164.]
15514,5.0,[255. 255. 255. ...  44.  42.  45.]
15515,2.0,[27. 29. 28. ... 27. 29. 28.]
15516,6.0,[250. 250. 250. ...   0.   0.   0.]
15517,1.0,[89. 96. 89. ... 92. 73. 59.]
15518,5.0,[ 9.  9. 11. ... 18. 14. 13.]
15519,3.0,[181. 185. 186. ... 247. 113.  50.]
15520,7.0,[  6.   6.   4. ... 150. 137. 131.]
15521,4.0,[111.  66.  60. ... 200. 186. 186.]
15522,2.0,[243. 237. 239. ... 210. 169. 141.]
15523,2.0,[29. 20. 15. ... 61. 29. 18.]
15524,8.0,[115.  81.  80. ... 132. 106. 107.]
15525,7.0,[14. 10. 11. ... 53. 53. 61.]
15526,6.0,[ 21.   1.   0. ... 147. 163. 176.]
15527,1.0,[103. 115. 111. ...  58.  18.  16.]
15528,1.0,[87. 90. 83. ...  4.  4.  4.]
15529,6.0,[51. 56. 52. ... 32. 21. 17.]
15530,2.0,[114. 137. 143. ... 218. 229. 235.]
15531,2.0,[118. 135. 163. ... 114. 130. 163.]
15532,5.0,[24. 30. 20. ... 31. 37. 35.]
15533,2.0,[112.  77.  57. ...  43.  24.  10.]
15534,4.0,[213. 210. 205. ... 149. 151. 163.]
15535,4.0,[187. 183. 182. ... 131. 140.  97.]
15536,4.0,[229. 191. 129. ... 225. 190. 168.]
15537,3.0,[  0.   0.   0. ... 119. 118. 113.]
15538,8.0,[148.  55.  47. ...  72.  27.  21.]
15539,2.0,[ 34.  36.  33. ... 148. 148. 148.]
15540,2.0,[160. 169. 148. ...  75.  56.  50.]
15541,4.0,[174. 174. 174. ...  34.  34.  34.]
15542,2.0,[186. 227. 249. ... 144. 186. 224.]
15543,1.0,[ 30.  21.  16. ... 206.  98.  86.]
15544,2.0,[127. 179. 200. ...  12.  17.  20.]
15545,7.0,[216. 189. 180. ... 219. 182. 153.]
15546,4.0,[246. 235. 239. ... 195. 176. 180.]
15547,6.0,[  0.   0.   0. ... 178.  52.  11.]
15548,7.0,[72. 72. 72. ...  0.  0.  0.]
15549,1.0,[177. 197. 196. ...  51.  50.  30.]
15550,6.0,[103.  88.  69. ...  64.  75.  67.]
15551,1.0,[10.  6.  5. ...  7.  3.  4.]
15552,1.0,[ 0.  0.  0. ... 82. 82. 82.]
15553,3.0,[195. 185. 184. ... 171. 164. 180.]
15554,1.0,[71. 43. 57. ... 72. 75. 68.]
15555,2.0,[ 51. 118. 109. ...  39. 162. 134.]
15556,1.0,[250. 249. 244. ... 251. 250. 245.]
15557,1.0,[239. 239. 241. ... 189. 189. 189.]
15558,2.0,[241. 233. 214. ... 188. 115.  60.]
15559,4.0,[ 46.  48.  60. ... 245. 188. 169.]
15560,4.0,[162.  97.  65. ... 136.  71.  13.]
15561,5.0,[205.  49. 159. ... 234.  61. 202.]
15562,2.0,[242. 238. 237. ... 180. 206. 243.]
15563,2.0,[251. 251. 251. ... 230. 203. 186.]
15564,6.0,[ 75. 105.  53. ... 147.   9.  22.]
15565,5.0,[129. 102.  81. ...  27.  12.  19.]
15566,7.0,[ 47.  49.  46. ... 159. 159. 159.]
15567,3.0,[158. 103.  62. ... 237. 215. 227.]
15568,1.0,[250. 249. 244. ... 205. 160. 131.]
15569,5.0,[49. 46. 41. ... 34. 16.  6.]
15570,5.0,[128. 116.  56. ... 107. 127. 136.]
15571,6.0,[131. 131. 131. ...  94.  94.  94.]
15572,5.0,[ 44.  44.  44. ... 149. 134.  79.]
15573,1.0,[246. 246. 246. ...  17.  19.  16.]
15574,3.0,[ 23.  23.  21. ... 149. 133.  99.]
15575,2.0,[255. 255. 251. ... 233. 247. 250.]
15576,1.0,[3. 2. 0. ... 3. 1. 2.]
15577,1.0,[ 8.  4.  5. ... 65. 55. 46.]
15578,4.0,[213. 214. 219. ... 217. 213. 212.]
15579,5.0,[  0.   0.   0. ... 115.  84.  79.]
15580,7.0,[173. 169. 168. ...  51.  45.  47.]
15581,7.0,[114. 114.  88. ... 169. 178. 185.]
15582,6.0,[102.  93.  60. ... 208. 202. 186.]
15583,4.0,[167. 162. 158. ... 216. 214. 217.]
15584,8.0,[134. 124. 114. ...  68.  36.  13.]
15585,7.0,[106.  72.  44. ... 103.  98. 102.]
15586,6.0,[163.  67.  78. ... 215. 135. 110.]
15587,4.0,[177. 168. 159. ... 186. 186. 186.]
15588,7.0,[29. 31. 26. ... 55. 55. 63.]
15589,8.0,[244. 244. 244. ... 255. 255. 255.]
15590,8.0,[ 28.  19.  10. ... 124.  95.  63.]
15591,8.0,[124. 128. 139. ...  88.  92. 101.]
15592,4.0,[203. 183. 150. ... 142. 125.  97.]
15593,3.0,[ 31.  30.  26. ... 139. 134. 130.]
